Filepath,Label
surface_crack_detection\classification\masks_dataset\Isolated\a_11_9.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\h_25_176.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_149_37.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_15.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_28_0.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\c_13_136.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\a_0_48.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_39_5.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_16_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_40.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_38_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_13_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_23_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\b_38_1.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\a_30_5.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_45.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_88_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_18_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_52.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\h_41_259.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_115_241.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_41.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_80_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_37.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_76_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_38_253.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_42.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_49.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_46.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_30.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_57.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_13_6.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_43.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_37_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_13_131.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_40.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_29_3.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_3_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_36_6.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_13_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_6_157.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_130_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_49.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_20_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_12_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_32_229.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_47.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_30_11.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_67.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_43.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_31_17.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\a_22_6.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_42.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_16.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_116_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\h_34_155.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_14_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_15_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_14_150.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_42.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_9_158.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_12_8.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_32_10.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_28_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\h_3_194.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_73.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_30_139.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_27_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_1_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_82.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_30_6.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_9_6.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_26_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_39_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_29_0.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_4_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_4_4.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_27.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_3_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_7_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_8_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_32_9.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_1_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_90.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_25_176.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_40_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_29_2.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\c_14_160.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_39.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_10_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_9_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_30_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_21.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_8_5.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_38_197.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_79_31.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_24_250.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_17_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_39_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_13_130.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_76_9.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_16_3.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_76_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_22_7.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\b_34_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_7_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_17_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_56.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_14_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_10_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_16_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_24_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_8_8.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_21_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_36_9.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_5_44.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_27_0.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\h_25_154.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_34_18.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_1_5.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_7_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_3_4.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_2_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_91.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_4_1.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_92.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_25_1.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\h_40_93.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_30_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_3_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_76_4.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_34_13.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_44.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_38_252.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_149_46.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_30_4.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_42.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_8_9.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_41.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_1_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_12_6.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_5_48.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_17_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_54.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_5_28.png,Disseminated
surface_crack_detection\classification\masks_dataset\Disseminated\a_19_0.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\b_38_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_11_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_39_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_32_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_6_148.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\d_5_127.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_8.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_31.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_31_58.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_13_146.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_23_5.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_13_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_32_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_141_7.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_13_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_39_4.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_143_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_149_38.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_23_4.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\h_41_112.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_36_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_21_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_27_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_15_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_11_8.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_36_8.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_40_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_40_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_35_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_24_249.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_38_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_30_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_34_10.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_6_43.png,Isolated
surface_crack_detection\classification\masks_dataset\Disseminated\a_5_41.png,Disseminated
surface_crack_detection\classification\masks_dataset\Isolated\a_34_12.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_15_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\c_0_111.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_32_4.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_37_0.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_8_2.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_19_1.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_34_11.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\b_38_3.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_34_19.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_15_7.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_36_5.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\h_41_68.png,Isolated
surface_crack_detection\classification\masks_dataset\Isolated\a_0_27.png,Isolated
